Frame Number,Person ID,X Coordinate,Y Coordinate
0,0,1501.968505859375,556.3634033203125
0,1,706.52099609375,746.9100952148438
0,2,1472.65234375,792.7787475585938
0,3,293.61248779296875,521.8541259765625
0,4,120.73838806152344,189.9907989501953
0,5,1481.359130859375,397.57025146484375
0,6,1193.4190673828125,1013.1248168945312
0,7,955.5877075195312,237.55377197265625
0,8,1185.900634765625,213.69357299804688
0,9,1821.8206787109375,208.30702209472656
0,10,1635.07373046875,71.80683898925781
0,11,785.861328125,531.5449829101562
0,12,82.22857666015625,889.8429565429688
0,13,1229.0338134765625,193.54562377929688
0,14,1175.75439453125,579.1302490234375
0,15,228.10958862304688,100.41842651367188
0,16,739.3609619140625,312.9001159667969
0,17,1699.2762451171875,75.07587432861328
0,18,1750.464599609375,129.3682861328125
0,19,598.900146484375,340.4046630859375
0,20,1111.39111328125,94.83131408691406
0,21,1011.811279296875,167.8671112060547
0,22,1715.355224609375,220.35781860351562
0,23,819.553955078125,141.61172485351562
0,24,167.63290405273438,27.803380966186523
0,25,1325.36669921875,58.15227508544922
0,26,594.4468994140625,250.27481079101562
0,27,381.0899353027344,77.26879119873047
0,28,875.426025390625,133.55352783203125
0,29,472.3282165527344,579.580078125
0,30,376.41912841796875,570.9199829101562
0,31,1885.959716796875,803.1998291015625
0,32,1601.1324462890625,72.69857025146484
0,33,1407.072021484375,119.63888549804688
0,34,912.650634765625,149.492431640625
0,35,410.7918395996094,598.6768798828125
0,36,1835.573974609375,25.80516815185547
1,0,120.77828979492188,190.02841186523438
1,1,708.9032592773438,733.3551635742188
1,2,1465.81396484375,793.823974609375
1,3,85.83944702148438,892.385498046875
1,4,1505.2001953125,562.2447509765625
1,5,290.7196960449219,524.75732421875
1,6,1484.828857421875,399.8804626464844
1,7,232.73785400390625,98.5801010131836
1,8,1193.622314453125,1008.73583984375
1,9,1176.8525390625,574.8029174804688
1,10,788.2913818359375,526.728759765625
1,11,1822.04443359375,213.1945037841797
1,12,1636.1689453125,70.92327880859375
1,13,1229.78125,188.63369750976562
1,14,956.5596313476562,244.58834838867188
1,15,1721.32861328125,224.59536743164062
1,16,739.7786865234375,305.5413513183594
1,17,1186.722900390625,211.50982666015625
1,18,1887.90087890625,791.4041748046875
1,19,1754.0958251953125,130.87928771972656
1,20,598.9581298828125,344.0789794921875
1,21,1700.659423828125,74.748291015625
1,22,821.0070190429688,140.544677734375
1,23,1112.430419921875,96.96731567382812
1,24,382.96844482421875,72.57074737548828
1,25,169.57235717773438,24.874534606933594
1,26,371.2218017578125,563.5172119140625
1,27,873.51171875,133.96942138671875
1,28,594.130615234375,248.67767333984375
1,29,1326.490234375,57.5649528503418
1,30,1011.61767578125,169.31300354003906
1,31,474.70379638671875,578.0205688476562
1,32,1604.0205078125,72.16786193847656
1,33,913.9563598632812,147.77041625976562
1,34,420.65228271484375,597.748046875
1,35,1407.501953125,120.03997802734375
1,36,746.6624755859375,54.98429489135742
1,37,1836.155029296875,25.197282791137695
2,0,120.50091552734375,189.57443237304688
2,1,709.8146362304688,727.4237060546875
2,2,290.01116943359375,524.9948120117188
2,3,1463.6885986328125,794.1460571289062
2,4,87.30897521972656,892.6487426757812
2,5,1823.016845703125,214.8549346923828
2,6,1193.984619140625,1005.98095703125
2,7,789.55810546875,522.9815063476562
2,8,1506.2911376953125,563.298095703125
2,9,1485.7412109375,400.70367431640625
2,10,1177.203857421875,570.0914306640625
2,11,1636.666748046875,70.99595642089844
2,12,235.00579833984375,95.66241455078125
2,13,1229.4097900390625,187.66525268554688
2,14,955.866943359375,247.7618865966797
2,15,1722.742919921875,226.67971801757812
2,16,1187.0673828125,209.27059936523438
2,17,1887.699462890625,783.9876708984375
2,18,739.4157104492188,301.0299987792969
2,19,600.3983154296875,344.57275390625
2,20,1756.25537109375,133.81478881835938
2,21,1112.500732421875,98.26700592041016
2,22,371.2470397949219,561.8465576171875
2,23,820.9552612304688,138.89682006835938
2,24,384.3160400390625,73.65809631347656
2,25,1326.537109375,57.732147216796875
2,26,872.9147338867188,133.99459838867188
2,27,595.70556640625,255.06988525390625
2,28,1011.0143432617188,171.71543884277344
2,29,170.5937957763672,23.313657760620117
2,30,1604.866455078125,71.83872985839844
2,31,472.0406494140625,578.1429443359375
2,32,423.2181091308594,598.3228149414062
2,33,914.4580078125,148.11468505859375
2,34,1701.7679443359375,74.37785339355469
2,35,1907.9779052734375,149.4923095703125
2,36,1408.0662841796875,119.44767761230469
2,37,747.268798828125,53.469215393066406
